Year,Number of votes,Title,Screenwriter,Gender,Description,Agency,Agents,Management,Managers,Producer,Financier
2015,7,HOMEGROWN,by Jacques Edeline,M,"A teenage boy, raised in total seclusion and indoctrinated by his enigmatic father, is sent to live with a foster family and enrolled in a public high school when his father is incarcerated, threatening their relationship and causing the boy to question everything he’s learned.",APA,"Debbie Deuble, Adam Perry",Affirmative Entertainment,Nicholas Bogner,Cota Films,
2015,6,CARNIVAL,by Matias Caruso,M,A deadly carnival knife-thrower hunts down the members of a powerful crime syndicate who murdered his sister.,CAA,"Trevor Astbury, Jon Cassir",Untitled Entertainment,Jen Au,"Anonymous Content, Mitchell Peck",
2015,6,CROOK COUNTY,"by Gita Pullapilly, Aron Gaudet",B,"A whistleblower’s harrowing journey into an undercover FBI operation in 1980’s Cook County, Illinois, sending him toe-to-toe with corrupt judges, hustling defense attorneys, and Chicago mobsters; and ultimately resulting in the largest number of convictions of government officials in the history of the United States.",UTA,"Max Mitchell, Carolyn Sivitz",Kaplan/Perrone Entertainment,Taylor Benzie,Linda McDonough,
2015,6,DAMSEL,by Bryan McMullin,M,"After first being locked in a tower and then hidden deep in the forest to prevent a prince from rescuing her, long-haired Rapunzel vows to get revenge.",UTA,"Charles Ferraro, Aaron Hart, David Park",Kaplan/Perrone Entertainment,"Tobin Babst, Michael Wilson",Josephson Entertainment,
2015,6,FRANCIS AND THE GODFATHER,by Andrew Farotte,M,"Facing financial ruin, auteur filmmaker Francis Ford Coppola is forced to direct the adaptation of Mario Puzo’s pulp novel The Godfather, pitting him against legendary mega-producer Robert Evans.",CAA,"Jon Levin, Elizabeth Newman",Zero Gravity Management,Jeff Belkin,Echo Lake Entertainment,
2015,6,GREEN RIVER KILLER,by Michael Sheen,M,Based on the Eisner Award winning graphic novel of the same name. Detectives in the Green River Killer case attempt to unravel both the facts behind the gruesome murders that plagued the Pacific North West for over a decade and the psychosis of the killer they find themselves face to face with.,ICM,Doug MacLaren,Sanders Armstrong Caserta,Tammy Rosen,Dark Horse Entertainment,
2015,6,LANDSLIDE,"by Will Staples, Tony Camerino",M,"Based on the book How to Break a Terrorist by Tony Camerino. The story of America’s search for terrorist Abu Musab al-Zarqawi, and the man who played a key role in tracking him down by using psychological warfare.","WME, CAA",Phil D’Amecourt (Staples)/Jon Levin (Camerino),Management 360 (Staples)/BE Management (Camerino),Darin Friedman (Staples)/Brett Etre (Camerino),Marc Butan,
2015,6,RESURFACE,by Pete Bridges,M,"An underwater earthquake decimates a research crew working at the bottom of the Mariana Trench, leaving two survivors with limited resources to ascend 35,000 feet and reach the surface before their life support runs out.",Verve,"Adam Levine, Adam Weinstein",Madhouse Entertainment,Adam Kolbrenner,Broken Road Productions,
2015,6,SONG OF TREBLINKA,by Viorica Baln,F,Based on a true story. A renowned Jewish conductor plots a revolt with fellow prisoners as he attracts the respect of his Nazi captors in Germany-occupied Poland’s most notorious death camp.,WME,Ryan Feldman,Madhouse Entertainment,Adam Kolbrenner,,
2015,6,THE CANYON,by Alex Koplow,M,"When parents reunite with their grown children for a road trip to hike the Grand Canyon, the family conflicts on the way prove far more grueling than the twenty mile hike.",,,,,,
2015,6,THREE MONTHS,by Jared Frieder,M,"After being exposed to HIV the weekend of his high school graduation in 2011, a punk gay teenager from Miami attempts to start a new relationship with a someone from his support group as they try to endure the three months it takes to get accurately tested.",Paradigm,"Valarie Phillips, Ellie Schiff",Haven Entertainment,"Brendan Bragg, Jesse Hara, Jordana Mollick",,
2015,6,WISH UPON,by Barbara Marshall,F,"When Claire, a sixteen year old misfit, finds a magic box that promises a chance at the life she has always wanted, she never could have guessed that each wish would demand a deadly payment.",APA,Debbie Deuble,Industry Entertainment,Ava Jamshidi,Busted Shark,Broad Green Pictures
2016,48,BLOND AMBITION,Elyse Hollander,F,"In 1980s New York, Madonna struggles to get her first album released while navigating fame, romance, and a music industry that views women as disposal.",WME,"Tanya Cohen, Simon Faber",Bellvue Productions,John Zaozirny,"RatPac Entertainment, Michael De Luca Producutions, Bellvue Productions",
2016,35,LIFE ITSELF,Dan Fogelman,M,A multigenerational love story that weaves together a number of characters whose lives intersect over the course of decades from the streets of New York to the Spanish countryside and back.,WME,Danny Greenberg,Management 360,Eryn Brown,"Rhode Island Avenune, Temple Hill, FilmNation Entertainment",FilmNation
2016,35,THE OLYMPIAN,Tony Tost,M,"The true story of an underdog rower trying to make it into the 1984 Olympics, told through the story of his relationships with his coach, his father, his fancée, and with competition itself.",WME,"Jill Gillett, Sylvie Rabineau",Management 360,"Guymon Casady, Jill McElroy",Management 360,
2016,35,THE POST,Liz Hannah,F,"Before Watergate, there was the Pentagon Papers. This is the true story of how Washington Post scion Katharine Graham and legendary editor Ben Bradlee overcame their differences to publish the story that would change their lives.",UTA,"Dan Erlij, Keya Khayatian Carolyn Sivitz",Echo Lake Management,"Brittany Kahan, Graciella Sanchez","Pascal Pictures, Star Thrower Entertainment",
2016,28,VOYAGERS,Zach Dean,M,The cosmic love story of Carl Sagan and Ann Druyan.,WME,"Dan Aloni, Simon Faber, Solco Schuit",Madhouse Entertainment,Adam Kolbrenner,Lynda Obst Productions,Warner Bros
2016,25,IN THE BLINK OF AN EYE,Colby Day,M,"Explores the entire history of the universe and our species through three interwoven storylines that question the very nature of life, love, mortality, where we’ve been, and where we’re going; the past, present, and future of the human race.",WME,Mike Fera,LBI,Harry Lengsfield,,
2016,22,O2,Christie LeBlanc,F,"Waking up inside a cryogenic chamber with no memory of how she got there, Charlie must somehow escape the chamber before her air runs out.",CAA,"Joe Mann, Pete Stein",Echo Lake Entertainment,"James Engle, Adam Riback",,
2016,22,UNTITLED LAX MANDIS PROJECT,Seth Spector,M,A frustrated film exec at odds with the state of his industry is forced to work with the one person who is making him question everything.,,,,,,
2016,21,DARK MONEY,Matt Fruchtman,M,The true story of a young stock trader who goes to work for billionaire tycoon Steve Cohen and gets involved in the biggest insider trading scandal in history.,CAA,"Sue Carls, Jon Cassir, Brian Kend, Joe Mann",Madhouse Entertainment,Adam Kolbrenner,,
2016,21,LETTERS FROM ROSEMARY KENNEDY,Nick Yarborough,M,"Told through a series of letters to family members, the tragic true story of Rosemary Kennedy, a vibrant, passionate young woman and oldest daughter of Joe and Rose Kennedy. Born with a severe learning disability, Rosemary so worried her father with her erratic behavior that he believed the stigma of mental illness in the family would ruin his plans to build a political dynasty. He hid her away in convents and sanitariums and ultimately had her lobotomized.",WME,"Tanya Cohen, Simon Faber",Epicenter,"Allan Cantor, Jarrod Murray",,
2016,20,LINDA AND MONICA,Flint Wainess,M,"The absolutely crazy true story of the relationship between Monica Lewinsky and Linda Tripp, the woman who nearly destroyed the Clinton presidency – and herself in the process.",UTA,Charles Ferraro,Kaplan/Perrone Entertainment,Josh Goldenberg,Escape Artists,
2016,19,HALA,Minhal Baig,F,"When a teenaged Muslim-American girl, struggling with identity issues already, discovers her father is having an afair with a colleague, she responds by seducing her English teacher, ultimately leading to her parents’ divorce.",,,3 Arts Entertainment,Ari Lubet,Overbrook Entertainment,
2016,18,THE MISERABLE ADVENTURES OF BURT SQUIRE ABOARD THE HORN HIGH YO,Ben Bolea,M,The unbelievable true story of a family man from Alaska in the midst of a midlife crisis who embarks on what he hoped would be a dream sailing vacation but ends up shipwrecked in the Atlantic Ocean with a charming but psychotic sea captain who has decided to stop taking his medication.,WME,"Tanya Cohen, Holly Jeter",Bellvue Productions,Jeff Portnoy,"LD Entertainment, Kim Zubick",LD Entertainment
2016,18,THE TIME TRAVELER’S LA RONDE,Tom Dean,M,An exploration of relationships as a man witnesses diferent types of love across the ages.,WME,"Tanya Cohen, Roger Green, Meyash Prabhu",Circle of Confusion,"Zach Cox, Daniela Garcia-Brcek",Circle of Confusion,
2016,17,REVOLVER,Kate Trefry,F,"Based on true events in Anchorage, Alaska in 1966, a teen girl attempts to sneak into the hotel where the Beatles are staying to lose her virginity to George Harrison.",UTA,"Amanda Hymson, Keya Khayatian",Lee Stobby Entertainment,Lee Stobby,,
2016,15,FAIRY GODMOTHER,Chiara Atik,F,"When sought after Fairy Godmother Faye is hired by a mind-bogglingly gorgeous teenage client, Kenzie, to fnd her true love with the hottest prince in the land, Faye fnds herself facing an unfamiliar challenge when the prince starts falling for her instead.",WME,"Tanya Cohen, Sarah Self",Think Tank Management,Tom Drumm,A Thousand Ships,MGM
2016,15,FREE GUY,Matt Lieberman,M,"A bank teller stuck in his routine discovers he’s a background character in a realistic, open world action-adventure video game and he is the only one capable of saving the city.",WME,"Simon Faber, Roger Green",Madhouse Entertainment,Adam Kolbrenner,Berlanti Productions,20th Century Fox
2016,15,THE KINGS OF MAINE,Kathy Charles,F,"Living with his wife and child in a trailer while working as a janitor, Stephen King struggles with alcoholism and his own dark history as he attempts to complete Carrie.",UTA,"Peter Dodd, Charles Ferraro",Bellvue Productions,John Zaozirny,,
2016,15,LAYLA…AND OTHER ASSORTED LOVE SONGS,Derek Weissbein,M,"Based on the lives and times of Eric Clapton, George Harrison, and Pattie Boyd and the tumultuous love triange that inspired an entire generation of music.",APA,Adam Perry,Echo Lake Entertainment,Adam Riback,"LBI Entertainment, Le Grisbi Productions, Real Creative Productions",
2016,15,MAXIMUM KING!,Shay Hatten,F,"An outlandish, surreal imagining of how in 1985 Stephen King wrote and directed his horror classic Maximum Overdrive.",CAA,"Joe Mann, Praveen Pandian",Lee Stobby Entertainment,Lee Stobby,,
2016,14,BATTLE OF ALCATRAZ,"Neil Widener, Gavin James",M,A plan to escape from Alcatraz prison turns into a battle and hostage crisis that pits armed prisoners against US Army troops for two full days.,CAA,"Jon Cassir, Joe Mann",Grandview,Matt Rosen,"Automatik, Matt Charman",Paramount
2016,14,I THINK WE’RE ALONE NOW,Mike Makowsky,M,The apocalypse proves a blessing in disguise for one lucky recluse — until a second survivor arrives with the threat of companionship.,CAA,"Rob Herting, Praveen Pandian",Circle of Confusion,Susan Solomon,"Automatik, Estuary Films, Exhibit, Mike Makowsky",
2016,14,MAN ALIVE,Joe Greenberg,M,"After an alien invasion takes over the minds of humankind, one survivor known as Man” must make peace with the alien force to fight a greater evil.",Verve,"Bryan Besser, Parker Davis",Good Fear Film + Management,"Scott Stoops, Jake Wagner","26 Keys, Good Fear",Fox
2016,14,MOTHER,Michael Lloyd Green,M,A teenage girl is raised underground by a robot Mother” – designed to repopulate the earth’s surface following an extinction-level event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.,,,Echo Lake Entertainment,"Dave Brown, James Engle","The Penguin Empire, Southern Light Films SLA",Rhea Films
2016,14,UNTITLED LATE NIGHT COMEDY,Mindy Kaling,F,A veteran late-night talk show host comes close to losing her job after hiring the show’s frst female writer.,CAA,"Michael Cooper, Maha Dakhil",3 Arts Management,Howard Klein,"Feigco, Scott Rudin",Fox 2000
2016,13,KING OF LA,Chris Bremner,M,"Set in the 1980s, based on the true story of a man who went from star DEA agent to convicted drug trafficker in the worst corruption scandal in DEA history.",UTA,"Emerson Davis, Ben Jacobson",Kaplan/Perrone Entertainment,"Lindsey Framson, Josh Goldenberg","Bridle Path Films, Scott Free",
2016,13,LET THE EVIL GO WEST,Carlos Rios,M,"In the 1800s, a father desperate to care for his family finds a barrel of gold, that may be less fortune than great curse.",,,Kaplan/Perrone Entertainment,Hannah Ozer,,
2016,13,VILLAINS,"Dan Berk, Robert Olsen",M,Two small time robbers become prisoners when they break into a house and discover a ten year old girl chained up in the basement.,UTA,"Peter Dodd, Charles Ferraro",Kaplan/Perrone Entertainment,Josh Goldenberg,"Preferred Content, Russel Geyser, Two Ton Films",
2016,12,HART YOU,Zoe McCarthy,F,,,,3 Arts Entertainment,"Olivia Gerke, Ari Lubet",Michael De Luca Productions,
2016,12,JAMES CAMERON’S TITANIC,Jen D’Angelo,F,"A Rosencrantz and Guildenstern Are Dead take on Titanic. An overprotective mother attempts to keep her teenage daughter, young son, and rowdy sister together while sailing on the doomed voyage of the Titanic in 1912.",UTA,Amanda Hymson,Principato-Young Entertainment,Maggie Haskins,,
2016,12,NORTHEAST KINGDOM,Alex R. Johnson,M,"When Angie witnesses the betrayal and murder of her father during a smuggler’s drop, the vigilant and determined young woman calls in the help of a mysterious female assassin to seek revenge against all those responsible.",Gersh,"Greg Pedicin, Danny Toth",Zero Gravity Management,"Mark Holder, Erik Williams",Platinum Dunes,Paramount
2016,11,BARBARIAN,Rosalind Ross,F,"Based on the true story of Boudicca, a queen and warrior of the British Celtic Iceni tribe who led an uprising against the occupying forces of the Roman Empire.",WME,"Tanya Cohen, David Karp, Deb McIntosh",Heroes And Villains Entertainment,"Markus Goerg, Mikhail Nayfeld",,
2016,11,THE BUILDER,Tom Cartier,M,"A look inside the tortuous drama of Donald Trump’s frst Manhattan real estate deal, his relationships with troubled older brother Freddy and famed fixer Roy Cohn, and how they all created the Trump of today.",APA,Adam Perry,Bellvue Productions,John Zaozirny,,
2016,11,UNTITLED FAIRY TALE,Cat Vasko,F,"A handsome prince falls in love with a commoner, so her fairy Godmother turns her in to a perfect princess. But when the spell works a little too well, the prince embarks on a quest to reverse it, not realizing that he’s endangering the entire fairy tale universe.",WME,"Simon Faber, Solco Schuit",Grandview,"Zac Frognowski, Matt Rosen",Mad Chance,
2016,10,ADRIFT,"Aaron Kandell, Jordan Kandell",M,"In this incredible true story of love and survival, Tami Ashcraft sails into the heart of a hurricane and embarks on a harrowing 41 day odyssey against impossible odds to save the man she loves.",WME,"Tanya Cohen, Jeff Gorin",Hopscotch Pictures,Sukee Chew,Aaron & Jordan Kandell,
2016,10,KINGS CANYON,"Evan Parter, Paul Hilborn",M,"At the height of the Cold War, Air Force pilot Lieutenant David Steeves vanishes over the Sierra Nevada mountains in a high-value jet. Fifty-four days later, left for dead, he crawls out of the wild with an impossible tale of survival. The media and military brand him a hero, launching him to fame and fortune, only to call him into question when certain discrepancies in his story point to his being a hoax, or worse — a traitor.",CAA,"Ida Ziniti, Pete Stein",Madhouse Entertainment,Ryan Cunningham,Bristol Automotive,
2016,10,THE LAST DAYS OF NIGHT,Graham Moore,M,Attorney Paul Cravath takes on Thomas Edison in a legal battle to determine whether Edison or his rival George Westinghouse will provide the electricity to light America.,CAA,"Brian Sibererll, Trevor Astbury",Think Tank Management,Tom Drumm,"Bristol Automotive, Black Bear Pictures",Black Bear Pictures
2016,10,LEE,Chris Urch,M,"An emotionally charged depiction of the six months leading up to one of Alexander McQueen’s greatest shows, probing both his personal and professional personas.","UTA, United Agents","Jenny Maryasis, Lucinda Moorhead, Geoff Morley/Marnie Podos",Grandview,Jeff Silver,"Damian Jones, Pathe",
2016,10,LIBERTY,Jayson Rothwell,M,"The truly astonishing tale of Frédéric Auguste Bartholdi – the French sculptor wholly responsible for designing, building, and delivering the Statue of Liberty across the Atlantic to where it stands today.",WME,"Tanya Cohen, Rich Cook",,,GK Films,
2016,10,SAVING CHARLIE CHAPLIN,Justin Shady,M,"With Nazi agents attempting to stop the production of a film that is poking fun at Hitler, an FBI agent and an LAPD detective must team up to protect a drunk and angry Charlie Chaplin from being kidnapped.",WME,"Michael Fera, Roger Green",Grandview,Matt Rosen,,
2016,10,TWO BUTTERFLIES,Evan Dodson,M,"Torn apart by tragedy, two estranged sisters are forced to reunite and confront their difderences after one sister must be transported to an Alzheimer’s facility.",Verve,"Melisaa Darman, Parker Davis, Adam Levine",Good Fear Film + Management,Jake Wagner,,
2016,10,THE WOMAN WITH RED HAIR,Michael Schatz,M,"The extraordinary true story of Johanna Hannie” Schaft, a young woman who dropped out of college to join the Dutch Resistance during WWII, eventually becoming one of their most talented assassins and one of the Nazis’ most wanted enemies.",Paradigm,Adrian Garcia,Bellvue Productions,Jeff Portnoy,Berlanti Productions,
2016,9,AMERICAN REBEL,Christopher Cosmos,M,"The true story of Deborah Sampson, a woman from Massachusetts who risked her life by disguising herself as a man and joining the Continental Army to help fight for independence during the Revolutionary War.",Paradigm,David Boxerbaum,Madhouse Entertainment,Adam Kolbrenner,"Madhouse Entertainment, Pascal Pictures",
2016,9,RUGGED,April Prosser,F,Four dysfunctional female coworkers get lost in the wilderness during a team-building trip and must work together in order to survive.,UTA,"Blair Kohan, Carolyn Sivitz",Kaplan/Perrone Entertainment,Josh Goldenberg,Michael De Luca Productions,Good Universe
2016,9,TURNED ON,Charlie Kesslering,M,"When a socially awkward engineer creates an android to fill in for her, things go awry when it becomes self actualized.",CAA,"Sam Bringardner, Joe Mann",Mosaic,Josh Rudnick,Feigco,Fox
2016,8,BOYFRIEND MATERIAL,Mackenzie Dohr,F,"In the near future, a heartbroken girl who hates technology participates in an experiment that allows you to program a robot into your dream man.",Verve,"Melissa Darman, Chris Noriega, Melissa Solomon",Grandview,Merideth Bajana,Montecito Picture Company,
2016,8,THE BURNING SEASON,Jenny Halper,F,"A primatologist takes her teenage daughter to a remote region of Madagascar, where her determination to save endangered lemurs puts their relationship and safety at risk. Based on the short story What the World Will Look Like When All the Water Leaves Us” by Laura Van Den Berg.",,,Kipperman Management,Liza Zusman,"Kate Sharp, Jenny Halper",
2016,8,CONTINGENCY PROTOCOL,Mark Townend,M,"When futuristic technology renders the Federal Witness Protection Program obsolete, the U.S. Government begins using Time Travel to hide high-profile witnesses in the Past. When a security breach occurs, a U.S. Marshal and her witness struggle to find their way back to the Present Day while evading assassins.",,,Bellvue Productions,Jeff Portnoy,"Bellvue Productions, Storyscape Entertainment, Weed Road",Broad Green Pictures
2016,8,A DECONSTRUCTION OF REALITY,Mattson Tomlin,M,"Tasked with finding a game changing take for the sixth Jason Bourne movie, Tom Milton goes deep down the rabbit hole of cracking the story. With the guidance (and abuse) of a professor from his past and Bourne himself, Tom begins workshopping scenes that begin to bleed into real life in unexpected ways.",CAA,"Jay Baker, Pete Stein, Ida Ziniti",Grandview,Zac Frognowski,,
2016,8,THE FRUITCAKE,Trey Selman,M,The remarkable true story of an unremarkable church-going accountant who stole $17 million in the biggest fruitcake heist of all time.,CAA,"Sue Carls, Jon Cassir",Madhouse Entertainment,"Adam Kolbrenner, Kendrick Tan",,
2016,8,THE HUNCHBACK,Topher Rhys-Lawrence,M,"Defying an isolationist, fear-mongering government, a gypsy revolutionary, a mutinous soldier, and a deaf hunchback become the champions of human tolerance and the symbols for a peaceful future in a dystopian revision of Victor Hugo’s novel.",,,The Gotham Group,"Eric Robinson, Justin Littman",,
2016,8,"I, TONYA",Steven Rogers,M,"Based on the author’s irony free, wildly contradictory, totally true interviews with Tonya Harding and Jef Gillooly.",Gersh,"Lee Keele, Bayard Maybank, Greg Pedicin",,,Clubhouse Pictures,"Clubhouse Pictures, Luckychap Entertainment, Steven Rogers"
2016,8,INNER CITY,Dan Gilroy,M,"When a hard nosed liberal lawyer who has been fighting the good fight while others take the credit assumes the role of his crusading firm’s front man, he discovers some unsettling things about what they’ve done, resulting in an existential crisis that leads to extreme action.",CAA,Scott Greenberg,,,"Cross Creek Pictures, Macro Ventures","Columbia Pictures, Cross Creek Pictures, Macro Ventures"
2016,8,ORB,"Steve Desmond, Michael Sherman",M,"Inspired by actual events from a phenomenon that occurred in 1974, a young married couple discover a mysterious metallic orb in the woods near their house following a meteor shower. While the unusual object dazzles the couple by exhibiting some awe-inspiring properties, its true purposes are revealed to be far more sinister than they could ever imagine.",APA,"Adam Perry, Sheryl Petersen",The Gotham Group,"Peter McHugh, Matt Schichtman",Davis Entertainment,
2016,7,BURN RUN,Matt Tente,M,"In war-torn Afghanistan, an American mercenary team is hired to escort a 20-ton heroin seizure bound for destruction but get caught up in a botched drug deal when their leader goes rogue, forcing them to overcome various enemies who wish to steal it.",,,Good Fear Film + Management,Jake Wagner,,
2016,7,THE FALL,Pete Bridges,M,"Finding themselves in the middle of an alien invasion, a newly divorced couple must survive a dangerous real-time journey on foot from downtown Atlanta to the suburbs, where their young children are home alone.",Verve,"Adam Levine, Adam Weinstein",Madhouse Entertainment,Adam Kolbrenner,Madhouse Entertainment,Amblin
2016,7,THE GUN SHOW,Lucas Carter,M,"A famous top cop wakes up twenty years after a shootout and is reinstated to solve the case that killed his old partner. Only problem: he’s a bull in a China shop, and 2016 is a very diferent time than the 1990s world he’s used to. To teach him the ropes, he’s paired with his old partner’s son, a risk averse trafc cop.",UTA,Peter Dodd,Echo Lake Management,Adam Riback,,Paramount
2016,7,THE HOUSEWIFE,Alyssa Hill,F,"Based on a true story set in 1960s New York, a journalist finds and investigates a woman whom he believes is married to a Nazi in hiding. Their relationship results in the frst ever extradition of an American citizen for war crimes.",ICM,"Tayrn Ariel, Niki Montazaran",Kaplan/Perrone Entertainment,Alex Lerner,,
2016,7,HUMMINGBIRD,John Tyler Mclain,M,"A black-ops assassin’s latest mark forces her to question the truth of her identity and ultimately confront the unsettling fact that she’s more than a hired gun, she’s an entirely new breed of weapon.",UTA,Peter Dodd,Madhouse Entertainment,Ryan Cunningham,Broken Road Productions,Fundamental Films
2016,7,PALMER,Cheryl Guerriero,F,"A recently paroled convict returns to his hometown in the South, where he forms an unlikely-but-powerful bond with a young, efeminate boy.",,,Heroes And Villains Entertainment,Markus Goerg,Route 1,Route 1
2016,7,REASON OF STATE,Matthew Orton,M,Twenty four hours inside the British Prime Minister’s abode at 10 Downing Street.,WME,"Jeff Gorin, David Karp, Tanya Cohen",Grandview,Jeff Silver,"Black Bear Pictures, Silvertown Films, Wildgaze Films",Black Bear Pictures
2016,6,ALLISON ADAMS,Devon Graye,M,"A little girl goes missing in a small town, and the key to fnding her resides with four disparate women who share nothing in common except for the young girl’s name…Allison Adams.",UTA,"Charles Ferraro, Alex Rincon, Mikey Schwartz Wright",,,Matt Tolmach Productions,
2016,6,AMERICA: THE MOTION PICTURE,Dave Callaham,M,"An R-rated action comedy, animated, revisionist history of the founding of the United States of America",UTA,"Jason Burns, Emerson Davis",Kaplan/Perrone Entertainment,Tobin Babst,"Will Allegra, Dave Callaham, Free Association, Floyd County, Phil And Chris",
2016,6,BAD EDUCATION,Mike Makowsky,M,The unfolding of the single largest public school embezzlement scandal in United States history – an incredible true story that pits corrupt educators against dogged student journalists against the backdrop of a cutthroat Long Island suburb.,CAA,"Rob Herting, Praveen Pandian",Circle of Confusion,Susan Solomon,"Automatik, Mike Makowsky",
2016,6,BITTER PILL,Turner Hay,M,"When an out-of-work divorced mother stops taking the court-ordered medication that made her feel like a zombie, her brazenly immoral, 15-year-old imaginary friend appears to help get her life back on track.",,,Lee Stobby Entertainment,Lee Stobby,,
2016,6,CAPTAIN INFINITY,Harry Tarre,M,"When his comic book obsessed fve-year-old brother is diagnosed with cancer, Oscar Ruiz attempts to shield him from the truth by convincing him that his treatment” is all part of a top secret program to become a superhero.",,,,,,
2016,6,CARNADA,Katharine Werner,F,"Based on true events. In post-Cuban Missile Crisis Miami, an ambitious young CIA agent receives a career making opportunity in becoming the case officer for a charismatic Cuban ambassador offering to help eliminate Fidel Castro. As their relationship grows, however, he begins to question the mission and the true motives of his superiors.",ICM,"Bryan Diperstein, Erik Horne",Madhouse Entertainment,Ryan Cunningham,Star Thrower Entertainment,
2016,6,DONZIGER,"Jay Carson, Matt Bai",M,"After twenty years, Steven Danziger wins a $19 billion verdict against Chevron for poisoning rural lands in Ecuador. Chevron responds by hiring heavy hitter Randy Mastro determined to have the entire verdict thrown out.",CAA,Jon Cassir,Management 360,"Eryn Brown, Guymon Casady",,
2016,6,ESCAPE FROM SARAJEVO,Vanya Asher,F,AGENCY: WME,,"Jordan Cerf, Meyash Prabhu, Matt Solo",Grandview,Matt Rosen,Phantom 4,
2016,6,HOTEL ARTEMIS,Drew Pearce,M,"In riot-torn, near-future Los Angeles, the wrong six people become trapped for the night in Hotel Artemis – a secret, members-only emergency room for criminals.",WME,Phil D’Amecourt,,,Marc Platt Productions,Ink Factory
2016,6,MILLER’S GIRL,Jade Bartlett,F,"A precocious young writer becomes involved with her high school creative writing teacher in a dark comingof-age drama that examines the blurred lines of emotional connectivity between professor and protégé, child and adult.",UTA,"Amanda Hymson, Gregory McKnight",Heroes and Villains Entertainment,Henry Huang,Point Grey,Good Universe
2016,6,MR. TOY,Chai Hecht,M,"The true story of Marvin Glass, brilliant, charismatic, self-loathing, paranoid, demanding – and probably the greatest inventor of all time.",CAA,"Jon Cassir, Matt Martin",Madhouse Entertainment,Ryan Kolbrenner,Madhouse Entertainment,
2016,6,SPACE ODDITY,Rebecca Banner,F,A young man obsessed with taking a one-way trip to Mars begins to question his motives when he starts to fall in love with the Insurance Agent underwriting his trip.,ICM,Niki Montazaran,Circle of Confusion,"Ashley Berns, Daniela Garcia-Brcek","Arlook Group, Circle of Confusion",
2017,68,Ruin,"Matthew Firpo, Ryan Firpo",M,A nameless ex-Nazi captain must navigate the ruins of post-WWII Germany to atone for his crimes during the war by hunting down and killing the surviving members of his former SS death squad.,UTA,"Rob Carlson, Peter Dodd",LBI Entertainment,"Harry Lengsfield, Sam Warren",Madriver Pictures,Madriver Pictures
2017,42,Let Her Speak,Mario Correa,M,The true story of Senator Wendy Davis and her 24-hour filibuster to save 75% of abortion clinics in Texas.,WME,"Jordan Cerf, Ryan Feldman, Phil Raskin",Heroes and Villains Entertainment,Benjamin Blake,"Fortis Films, Escape Artists, Showkat Productions",
2017,40,Daddio,Christy Hall,F,A passenger and her cab driver reminisce about their relationships on the way from the airport to her apartment in New York.,CAA,"Dana Harris, Hylda Queally, Bill Zotti",LBI Entertainment,Harry Lengsfield,,
2017,32,Keeper of the Diary,"Samuel Franco, Evan Kilgore",M,"Chronicles Otto Frank’s journey, with the help of a junior editor at Doubleday Press, to find a publisher for the diary his daughter Anne wrote during the Holocaust.",Verve,"David Boxerbaum, Parker Davis",Franco: Bellevue Productions; Kilgore: Tunnel Post,Franco: Jeff Portnoy; Kilgore: Mia Chang,Weimaraner Republic Pictures,Fox Searchlight
2017,22,Where I End,Imran Zaidi,M,"In a world where your life can be saved, uploaded to a computer, and restarted in the case of your untimely demise, a husband returns from the dead, suspecting his wife may have been involved in his death.",UTA,"Jason Burns, Jenny Maryasis",Grandview,Nate Matteson,Vertigo Entertainment,
2017,20,When Lightning Strikes,Anna Klassen,F,"The true story of 25-year-old Joanne Rowling as she weathers first loves, unexpected pregnancies, lost jobs, and depression on her journey to create Harry Potter.",WME,"Lindsay Aubin, Tanya Cohen, Hannah Davis, Joanna Korshak",Plattform,Bash Naran,,
2017,19,Breaking News In Yuba County,Amanda Idoko,F,,WME,"Lindsay Dunn, Nick Hoagland, Andrew Mathes, Meyash Prabhu",,,,
2017,18,Sleep Well Tonight,Freddie Skov,M,"Behind the walls of a maximum security prison, a naive teenage inmate and a rookie correctional officer are forced into a drug-smuggling operation, while a looming conflict between rival gang members threatens to boil over.",CAA,"Robb Herting, Matt Martin",Madhouse Entertainment,"Adam Kolbrenner, Kendrick Tan",,
2017,17,The Great Nothing,Cesar Vitale,M,"A grieving thirteen-year-old girl hires a terminally ill, acerbic philosophy professor to prevent flunking the seventh grade. What begins as a homework assignment blossoms into an unlikely friendship and a new appreciation for life that neither will forget.",APA,"Debbie Deuble-Hill, Adam Perry",Untitled Entertainment,"Jennifer Au, Jennifer Levine",Untitled Entertainment,
2017,16,Trapline,"Brett Treacy, Dan Woodward",M,A captive boy’s lifestyle is upended when his abductor asks for his help kidnapping a second child.,,,Madhouse Entertainment,Kendrick Tan,,
